BrandName,Details,Sizes,MRP,SellPrice,Discount,Category,Colour,Tokenized_Details
myshka,printed cotton round neck womens tunic,"Size:Large,Medium,Small,X-Large,XX-Large",1799.0,449.0,75.0,tunic,natural,"['printed', 'cotton', 'round', 'neck', 'womens', 'tunic']"
global desi,geometric viscose round neck womens flared kurta,"Size:XL,Large,Medium,Small,X-Small,XX-Large",1899.0,1519.0,20.0,flared kurta,indigo,"['geometric', 'viscose', 'round', 'neck', 'womens', 'flared', 'kurta']"
kashish,solid mandarin collar a-line womens kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1999.0,999.0,50.0,kurta,coral,"['solid', 'mandarin', 'collar', 'a-line', 'womens', 'kurta']"
yuris,printed v-neck cotton womens kaftan with trousers,"Size:Large,Medium,Small,X-Large,XX-Large",2799.0,1259.0,55.0,kaftan with trousers,multi,"['printed', 'v-neck', 'cotton', 'womens', 'kaftan', 'trousers']"
juniper,womens maroon rayon gold foil print flared palazzo,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1699.0,849.0,50.0,maroon rayon gold foil print flared palazzo,maroon,"['womens', 'maroon', 'rayon', 'gold', 'foil', 'print', 'flared', 'palazzo']"
janasya,floral crepe round neck womens flared kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1599.0,799.0,50.0,flared kurta,navy,"['floral', 'crepe', 'round', 'neck', 'womens', 'flared', 'kurta']"
biba,shirt collar cotton straight fit womens dresses,"Size:32,34,36,38",2599.0,1559.0,40.0,dresses,lemon,"['shirt', 'collar', 'cotton', 'straight', 'fit', 'womens', 'dresses']"
myshka,printed cotton round neck womens regular kurta,"Size:Medium,Small",1999.0,399.0,80.0,regular kurta,navy,"['printed', 'cotton', 'round', 'neck', 'womens', 'regular', 'kurta']"
stop,womens solid knee length casual wear kurta,"Size:M,X-Small,XX-Large,XXX-Large",899.0,449.0,50.0,solid knee length casual wear kurta,onion_pink,"['womens', 'solid', 'knee', 'length', 'casual', 'wear', 'kurta']"
haute curry,solid rayon regular fit womens tunic,"Size:Large,Medium,Small,X-Small,XX-Large",799.0,399.0,50.0,tunic,pink,"['solid', 'rayon', 'regular', 'fit', 'womens', 'tunic']"
ziyaa,floral round neck crepe womens ethnic set,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",2590.0,1036.0,60.0,ethnic set,maroon,"['floral', 'round', 'neck', 'crepe', 'womens', 'ethnic', 'set']"
kashish,embroidered mandarian collar straight fit womens kurta,"Size:Large,Medium,Small,X-Large,X-Small",1999.0,999.0,50.0,kurta,lime green,"['embroidered', 'mandarian', 'collar', 'straight', 'fit', 'womens', 'kurta']"
aurelia,cotton blend round neck womens kurta set,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2299.0,1609.0,30.0,kurta set,orange,"['cotton', 'blend', 'round', 'neck', 'womens', 'kurta', 'set']"
myshka,printed round neck womens kurti,",Medium,Small,X-Large,XX-Large",3999.0,799.0,80.0,kurti,pink,"['printed', 'round', 'neck', 'womens', 'kurti']"
ziyaa,floral round neck polyester womens salwar kurta and dupatta set,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",4387.0,1754.0,60.0,salwar kurta and dupatta set,black,"['floral', 'round', 'neck', 'polyester', 'womens', 'salwar', 'kurta', 'dupatta', 'set']"
kami kubi,solid round neck cotton womens flared dress,"Size:Large,Medium,Small,X-Small",1999.0,899.0,55.0,flared dress,white,"['solid', 'round', 'neck', 'cotton', 'womens', 'flared', 'dress']"
stop,v neck womens kurta,"Size:S,M,L,X-Large,X-Small,XX-Large",1199.0,599.0,50.0,kurta,grey,"['v', 'neck', 'womens', 'kurta']"
biba,round neck cotton flared womens dresses,"Size:32,34,36,38,42",3599.0,2879.0,20.0,dresses,green,"['round', 'neck', 'cotton', 'flared', 'womens', 'dresses']"
biba,printed round neck cotton womens kurta pants,"Size:32,34,36,38,40,42",2999.0,2099.0,30.0,kurta pants,multi,"['printed', 'round', 'neck', 'cotton', 'womens', 'kurta', 'pants']"
kami kubi,printed boat neck silk blend womens a line dress,"Size:Large,Medium,Small,X-Small,XX-Large",2999.0,899.0,70.0,a line dress,black,"['printed', 'boat', 'neck', 'silk', 'blend', 'womens', 'line', 'dress']"
kashish,embroidered round neck flared fit womens kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2499.0,1249.0,50.0,kurta,grey,"['embroidered', 'round', 'neck', 'flared', 'fit', 'womens', 'kurta']"
biba,printed polyester cotton round neck womens salwar kurta dupatta set,"Size:32,34,36,38",5995.0,4196.0,30.0,salwar kurta dupatta set,sea green,"['printed', 'polyester', 'cotton', 'round', 'neck', 'womens', 'salwar', 'kurta', 'dupatta', 'set']"
juniper,womens burgundy cotton solid straight pants with side pocket,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599.0,719.0,55.0,burgundy cotton solid straight pants with side pocket,burgundy,"['womens', 'burgundy', 'cotton', 'solid', 'straight', 'pants', 'side', 'pocket']"
juniper,ethnic motif round neck cambric womens anarkali dress with mask,"Size:Large,Medium,Small,X-Large,XX-Large",2999.0,1349.0,55.0,anarkali dress with mask,black,"['ethnic', 'motif', 'round', 'neck', 'cambric', 'womens', 'anarkali', 'dress', 'mask']"
aurelia,yarn dyed round neck straight womens kurta,Size:Medium,999.0,499.0,50.0,kurta,blue,"['yarn', 'dyed', 'round', 'neck', 'straight', 'womens', 'kurta']"
stop,womens regular fit printed kurta,"Size:S,M,L,XL,X-Small,XX-Large",799.0,399.0,50.0,regular fit printed kurta,sky blue,"['womens', 'regular', 'fit', 'printed', 'kurta']"
janasya,floral cotton mandarin womens kurta,"Size:Small,X-Large,X-Small,XX-Large,XXX-Large",1999.0,799.0,60.0,kurta,white,"['floral', 'cotton', 'mandarin', 'womens', 'kurta']"
kami kubi,geometric cotton mandarin womens regular top,"Size:Large,Medium,Small,X-Small,XX-Large",1199.0,539.0,55.0,regular top,peach,"['geometric', 'cotton', 'mandarin', 'womens', 'regular', 'top']"
ziyaa,solid crepe collar neck womens kurta palazzo set,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",2112.0,844.0,60.0,kurta palazzo set,grey,"['solid', 'crepe', 'collar', 'neck', 'womens', 'kurta', 'palazzo', 'set']"
ziyaa,printed v-neck polyester womens ethnic set,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1951.0,877.0,55.0,ethnic set,pink,"['printed', 'v-neck', 'polyester', 'womens', 'ethnic', 'set']"
kami kubi,stripes cotton v neck womens straight kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1799.0,989.0,45.0,straight kurta,olive,"['stripes', 'cotton', 'v', 'neck', 'womens', 'straight', 'kurta']"
janasya,geometric round neck crepe womens calf length kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1469.0,807.0,45.0,calf length kurta,green,"['geometric', 'round', 'neck', 'crepe', 'womens', 'calf', 'length', 'kurta']"
yuris,chevron cotton round neck womens salwar suit,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",4299.0,1504.0,65.0,salwar suit,multi,"['chevron', 'cotton', 'round', 'neck', 'womens', 'salwar', 'suit']"
aurelia,solid cotton mandarin womens kurta set,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",3299.0,2309.0,30.0,kurta set,blue,"['solid', 'cotton', 'mandarin', 'womens', 'kurta', 'set']"
stop,printed mandarin collar straight fit womens kurta,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large",799.0,399.0,50.0,kurta,blue,"['printed', 'mandarin', 'collar', 'straight', 'fit', 'womens', 'kurta']"
kashish,embroidered silk blend womens full length palazzos,"Size:Large/X-Large,Small/Medium",1499.0,749.0,50.0,full length palazzos,natural,"['embroidered', 'silk', 'blend', 'womens', 'full', 'length', 'palazzos']"
infuse,solid rayon womens full length palazzos,"Size:Large/X-Large,Small/Medium",799.0,399.0,50.0,full length palazzos,grey,"['solid', 'rayon', 'womens', 'full', 'length', 'palazzos']"
juniper,printed rayon round neck womens straight kurta,"Size:Large,Medium,Small,X-Large",1699.0,764.0,55.0,straight kurta,off white,"['printed', 'rayon', 'round', 'neck', 'womens', 'straight', 'kurta']"
juniper,ethnic motifs round neck rayon womens flared dress,"Size:Large,Medium,Small,X-Large",3599.0,1259.0,65.0,flared dress,blue,"['ethnic', 'motifs', 'round', 'neck', 'rayon', 'womens', 'flared', 'dress']"
infuse,solid straight fit cotton lycra womens casual wear pants,Size:X-Small,899.0,449.0,50.0,casual wear pants,red,"['solid', 'straight', 'fit', 'cotton', 'lycra', 'womens', 'casual', 'wear', 'pants']"
stop,printed mandarin collar straight fit womens kurta,"Size:S,M,L,X-Large,X-Small,XX-Large",1499.0,749.0,50.0,kurta,fuschia,"['printed', 'mandarin', 'collar', 'straight', 'fit', 'womens', 'kurta']"
indya,womens round neck embroidered kurta,"Size:Medium,Small,X-Large,X-Small",2500.0,1250.0,50.0,round neck embroidered kurta,blue,"['womens', 'round', 'neck', 'embroidered', 'kurta']"
ziyaa,floral rayon round neck womens straight kurta,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1853.0,741.0,60.0,straight kurta,pink,"['floral', 'rayon', 'round', 'neck', 'womens', 'straight', 'kurta']"
myshka,printed rayon v neck womens dress,",Medium,Small,X-Large,XX-Large",3999.0,799.0,80.0,dress,black,"['printed', 'rayon', 'v', 'neck', 'womens', 'dress']"
stop,printed cotton mandarin womens knee length kurta,"Size:S,M,L,X-Large,X-Small,XX-Large,XXX-Large",799.0,399.0,50.0,knee length kurta,coral,"['printed', 'cotton', 'mandarin', 'womens', 'knee', 'length', 'kurta']"
global desi,self design cotton v-neck womens top,"Size:XL,Large,Medium,Small,X-Small",1599.0,799.0,50.0,top,aqua,"['self', 'design', 'cotton', 'v-neck', 'womens', 'top']"
kashish,embroidered round neck viscose blend womens festive set,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2999.0,1499.0,50.0,festive set,grey,"['embroidered', 'round', 'neck', 'viscose', 'blend', 'womens', 'festive', 'set']"
stop,solid satin womens full length palazzos,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large",999.0,399.0,60.0,full length palazzos,cream,"['solid', 'satin', 'womens', 'full', 'length', 'palazzos']"
w,solid v neck straight womens kurta,Size:6,1699.0,849.0,50.0,kurta,green,"['solid', 'v', 'neck', 'straight', 'womens', 'kurta']"
biba,printed round neck a-line womens kurti,"Size:38,40",2299.0,1149.0,50.0,kurti,off white,"['printed', 'round', 'neck', 'a-line', 'womens', 'kurti']"
biba,printed band collar straight fit womens kurta,"Size:32,36",1999.0,1399.0,30.0,kurta,sea green,"['printed', 'band', 'collar', 'straight', 'fit', 'womens', 'kurta']"
juniper,cambric boat neck womens crop top and palazzo set,Size:XX-Large,3799.0,949.0,75.0,crop top and palazzo set,cream,"['cambric', 'boat', 'neck', 'womens', 'crop', 'top', 'palazzo', 'set']"
biba,printed round neck a-line womens kurti,"Size:34,40",1799.0,899.0,50.0,kurti,multi,"['printed', 'round', 'neck', 'a-line', 'womens', 'kurti']"
juniper,solid round neck rayon womens kurta palazzo set,"Size:4X-Large,5X-Large,X-Large,XXX-Large",4299.0,1289.0,70.0,kurta palazzo set,jade,"['solid', 'round', 'neck', 'rayon', 'womens', 'kurta', 'palazzo', 'set']"
myshka,embroidered rayon collar neck womens regular kurta,"Size:Large,Medium,Small,X-Large,XX-Large",2199.0,659.0,70.0,regular kurta,pink,"['embroidered', 'rayon', 'collar', 'neck', 'womens', 'regular', 'kurta']"
biba,printed v neck cotton womens kurta palazzo,"Size:32,34,36,38,40,42",3599.0,2519.0,30.0,kurta palazzo,black,"['printed', 'v', 'neck', 'cotton', 'womens', 'kurta', 'palazzo']"
indya,embroidered georgette scoop neck womens kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2800.0,1400.0,50.0,kurta,blue,"['embroidered', 'georgette', 'scoop', 'neck', 'womens', 'kurta']"
stop,womens regular fit printed kurta,"Size:S,M,L,XL,X-Small,XX-Large",799.0,399.0,50.0,regular fit printed kurta,mint,"['womens', 'regular', 'fit', 'printed', 'kurta']"
biba,yarndyed band collar a-line womens kurta,"Size:32,34,36,38,40,42",2599.0,1559.0,40.0,kurta,natural,"['yarndyed', 'band', 'collar', 'a-line', 'womens', 'kurta']"
myshka,solid cotton regular fit womens casual trousers,"Size:Large,Medium,Small,X-Large,XX-Large",1099.0,494.0,55.0,casual trousers,red,"['solid', 'cotton', 'regular', 'fit', 'womens', 'casual', 'trousers']"
w,printed viscose round neck womens calf length kurta,"Size:10,18",1899.0,949.0,50.0,calf length kurta,yellow,"['printed', 'viscose', 'round', 'neck', 'womens', 'calf', 'length', 'kurta']"
myshka,solid polyester v neck womens dress,"Size:Large,Medium,Small,X-Large,XX-Large",2599.0,519.0,80.0,dress,pink,"['solid', 'polyester', 'v', 'neck', 'womens', 'dress']"
stop,printed flared fit rayon womens all occasions palazzo,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large",899.0,449.0,50.0,all occasions palazzo,grey,"['printed', 'flared', 'fit', 'rayon', 'womens', 'occasions', 'palazzo']"
indya,regular ankle length georgette womens lehenga skirt,"Size:Large,Medium,Small,X-Large,X-Small",2950.0,2360.0,20.0,lehenga skirt,purple,"['regular', 'ankle', 'length', 'georgette', 'womens', 'lehenga', 'skirt']"
kashish,embroidered v neck straight fit womens kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599.0,799.0,50.0,kurta,grey,"['embroidered', 'v', 'neck', 'straight', 'fit', 'womens', 'kurta']"
myshka,solid cotton collar neck womens kurta palazzo set,",Medium,Small,X-Large,XX-Large",3999.0,999.0,75.0,kurta palazzo set,burgundy,"['solid', 'cotton', 'collar', 'neck', 'womens', 'kurta', 'palazzo', 'set']"
janasya,womens black poly crepe kurta (jne1525),"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",1299.0,519.0,60.0,black poly crepe kurta (jne1525),black,"['womens', 'black', 'poly', 'crepe', 'kurta', '(jne1525)']"
myshka,regular fit regular length silk blend womens casual skirt,"Size:Large,Medium,Small,X-Large,XX-Large",2499.0,749.0,70.0,casual skirt,multi,"['regular', 'fit', 'regular', 'length', 'silk', 'blend', 'womens', 'casual', 'skirt']"
stop,solid cotton lycra womens full length palazzos,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large",999.0,399.0,60.0,full length palazzos,fuschia,"['solid', 'cotton', 'lycra', 'womens', 'full', 'length', 'palazzos']"
juniper,embroidered chanderi v neck womens salwar kurta dupatta set,"Size:Large,Medium,Small,X-Large",3699.0,1849.0,50.0,salwar kurta dupatta set,grey,"['embroidered', 'chanderi', 'v', 'neck', 'womens', 'salwar', 'kurta', 'dupatta', 'set']"
juniper,printed cotton mandarin womens kurta palazzo set,"Size:Large,Medium,Small,X-Large",3299.0,1484.0,55.0,kurta palazzo set,yellow,"['printed', 'cotton', 'mandarin', 'womens', 'kurta', 'palazzo', 'set']"
ziyaa,printed polyester round neck womens straight kurta,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1666.0,666.0,60.0,straight kurta,brown,"['printed', 'polyester', 'round', 'neck', 'womens', 'straight', 'kurta']"
myshka,printed polyester collar neck womens dress,"Size:Large,Medium,Small,X-Large,XX-Large",1499.0,599.0,60.0,dress,multi,"['printed', 'polyester', 'collar', 'neck', 'womens', 'dress']"
suti,printed cotton v neck womens straight kurti,"Size:Large,Medium,Small,X-Large,X-Small",1399.0,1119.0,20.0,straight kurti,olive,"['printed', 'cotton', 'v', 'neck', 'womens', 'straight', 'kurti']"
global desi,floral v-neck womens gown,"Size:Large,Medium,Small,X-Small",1999.0,1399.0,30.0,gown,blue,"['floral', 'v-neck', 'womens', 'gown']"
yuris,printed round neck cotton womens kurta palazzo set,"Size:Large,Small,XX-Large,XXX-Large",3499.0,1399.0,60.0,kurta palazzo set,black,"['printed', 'round', 'neck', 'cotton', 'womens', 'kurta', 'palazzo', 'set']"
janasya,embellished round neck regular fit womens kurta,"Size:Medium,Small,X-Large",1399.0,559.0,60.0,kurta,peach,"['embellished', 'round', 'neck', 'regular', 'fit', 'womens', 'kurta']"
indya,embroidered georgette v-neck womens flared tunic,Size:X-Small,3650.0,1825.0,50.0,flared tunic,purple,"['embroidered', 'georgette', 'v-neck', 'womens', 'flared', 'tunic']"
aurelia,yarn dyed cotton mandarin womens straight kurta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1199.0,839.0,30.0,straight kurta,black,"['yarn', 'dyed', 'cotton', 'mandarin', 'womens', 'straight', 'kurta']"
amukti,floral viscose rayon mandarin collar womens straight kurta,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",1299.0,909.0,30.0,straight kurta,red,"['floral', 'viscose', 'rayon', 'mandarin', 'collar', 'womens', 'straight', 'kurta']"
yuris,printed round neck cotton womens kurta palazzo set,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",3999.0,1399.0,65.0,kurta palazzo set,multi,"['printed', 'round', 'neck', 'cotton', 'womens', 'kurta', 'palazzo', 'set']"
stop,womens printed knee length casual wear kurta,"Size:S,M,X-Small,XXX-Large",799.0,399.0,50.0,printed knee length casual wear kurta,blue,"['womens', 'printed', 'knee', 'length', 'casual', 'wear', 'kurta']"
biba,yarndyed round neck cotton womens kurta pants,"Size:32,34,36,38,40,42",3299.0,2309.0,30.0,kurta pants,green,"['yarndyed', 'round', 'neck', 'cotton', 'womens', 'kurta', 'pants']"
suti,printed cotton womens flared kurti,"Size:4X-Large,Large,Medium,Small,X-Large,X-Small",1499.0,1199.0,20.0,flared kurti,gold,"['printed', 'cotton', 'womens', 'flared', 'kurti']"
biba,yarndyed round neck straight fit womens kurta,Size:32,2299.0,1379.0,40.0,kurta,off white,"['yarndyed', 'round', 'neck', 'straight', 'fit', 'womens', 'kurta']"
juniper,embroidered cotton dobby round neck womens a line tunic,"Size:X-Large,X-Small",1799.0,899.0,50.0,a line tunic,yellow,"['embroidered', 'cotton', 'dobby', 'round', 'neck', 'womens', 'line', 'tunic']"
infuse,printed round neck rayon womens regular dress,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1599.0,479.0,70.0,regular dress,mustard,"['printed', 'round', 'neck', 'rayon', 'womens', 'regular', 'dress']"
global desi,solid viscose v neck womens straight top,"Size:XL,Large,Medium,Small,X-Small,XX-Large",1699.0,1359.0,20.0,straight top,black,"['solid', 'viscose', 'v', 'neck', 'womens', 'straight', 'top']"
global desi,chevron viscose band collar womens fit and flare kurta,"Size:XL,Large,Medium,Small,X-Small,XX-Large",2099.0,1469.0,30.0,fit and flare kurta,teal,"['chevron', 'viscose', 'band', 'collar', 'womens', 'fit', 'flare', 'kurta']"
juniper,printed round neck chiffon womens flared dress,"Size:Large,Medium,X-Small",2199.0,989.0,55.0,flared dress,black,"['printed', 'round', 'neck', 'chiffon', 'womens', 'flared', 'dress']"
juniper,printed rayon round neck womens tiered dress,"Size:Large,Medium,X-Large",1999.0,1399.0,30.0,tiered dress,blue,"['printed', 'rayon', 'round', 'neck', 'womens', 'tiered', 'dress']"
varanga,printed cotton round neck womens regular fit kurta,Size:Small,1999.0,599.0,70.0,regular fit kurta,mustard,"['printed', 'cotton', 'round', 'neck', 'womens', 'regular', 'fit', 'kurta']"
